Rank,Company,股票代码,部门,行业,盈利,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,资产,更新市值
1,Walmart,WMT,Retailing,General Merchandisers,1,0,0,0,0,0,0,1,1,1,2100000,484852.8,648125,6,15511,32.8,252399,559911
2,Amazon,AMZN,Retailing,Internet Services and Retailing,1,0,0,0,0,0,0,1,1,0,1525000,1873675.8,574785,11.8,30425,,527854,2005565
3,Apple,AAPL,Tech0logy,"Computers, Office Equipment",1,0,0,0,1,1,0,1,1,0,161000,2647973.8,383285,-2.8,96995,-2.8,352583,3594309
4,UnitedHealth Group,UNH,Health Care,Health Care: Insurance and Managed Care,1,0,0,1,1,1,0,1,1,0,440000,456080.8,371622,14.6,22381,11.2,273720,474339
5,Berkshire Hathaway,BRKA,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,2,1,0,1,1,0,396500,908919.7,364482,20.7,96223,,1069978,937028
6,CVS Health,CVS,Health Care,Health Care: Pharmacy and Other Services,1,0,1,0,0,0,0,1,1,0,259500,100373.9,357776,10.9,8344,101.1,249728,73653
7,Exxon Mobil,XOM,Energy,Petroleum Refining,1,0,0,0,-4,0,1,1,0,0,61500,461222.2,344582,-16.7,36010,-35.4,376317,516824
8,Alphabet,GOOGL,Tech0logy,Internet Services and Retailing,1,0,0,0,0,0,0,1,1,0,182502,1884633,307394,8.7,73795,23,402392,2315182
9,McKesson,MCK,Health Care,Wholesalers: Health Care,1,0,0,0,0,0,0,1,0,0,48000,70546.5,276711,4.8,3560,219.6,62320,75007
10,Cencora,COR,Health Care,Wholesalers: Health Care,1,0,0,1,1,1,0,1,0,0,44000,48472.1,262173.4,9.9,1745.3,2.7,62558.7,43758
11,Costco Wholesale,COST,Retailing,General Merchandisers,1,0,0,1,1,1,0,1,1,0,316000,324924.4,242290,6.8,6292,7.7,68994,376272
12,JPMorgan Chase,JPM,Financials,Commercial Banks,1,0,0,1,11,1,0,1,1,0,309926,576938.4,239425,54.7,49552,31.5,3875393,603194
13,Microsoft,MSFT,Tech0logy,Computer Software,1,0,0,0,0,0,0,1,1,0,221000,3126133.1,211915,6.9,72361,-0.5,411976,3373970
14,Cardinal Health,CAH,Health Care,Wholesalers: Health Care,1,0,0,1,0,0,0,1,0,0,47520,27217.8,205012,13,261,,43417,22832
15,Chevron,CVX,Energy,Petroleum Refining,1,0,0,1,-5,0,1,1,0,0,45600,292965.6,200949,-18.4,21369,-39.7,261632,291950
16,Cigna,CI,Health Care,Health Care: Pharmacy and Other Services,1,0,0,1,-1,0,1,1,0,0,71413,103017.9,195265,8.2,5164,-22.6,152761,94148
17,Ford Motor,F,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,1,2,1,0,1,0,0,177000,53017.8,176191,11.5,4347,,273310,56811
18,Bank of America,BAC,Financials,Commercial Banks,1,0,0,0,14,1,0,1,1,1,212985,299213,171912,49.4,26515,-3.7,3180151,327595
19,General Motors,GM,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,1,0,2,1,0,1,0,0,163000,52353.5,171842,9.6,10127,1.9,273064,56222
20,Elevance Health,ELV,Health Care,Health Care: Insurance and Managed Care,1,0,1,1,2,1,0,1,1,1,104900,120619.6,171340,9.4,5987,-0.6,108928,123335
21,Citigroup,C,Financials,Commercial Banks,1,0,1,0,15,1,0,1,0,0,237925,121122.2,156820,55.1,9228,-37.8,2411834,124251
22,Centene,CNC,Health Care,Health Care: Insurance and Managed Care,1,0,1,0,3,1,0,1,1,0,67700,41979.4,153999,6.5,2702,124.8,84641,35221
23,Home Depot,HD,Retailing,Specialty Retailers: Other,1,0,0,0,-3,0,1,1,1,0,463100,380153.7,152669,-3,15143,-11.5,76530,355454
24,Marathon Petroleum,MPC,Energy,Petroleum Refining,1,0,0,1,-8,0,1,1,0,0,18200,72607.7,150307,-16.5,9681,-33.3,85987,58737
25,Kroger,KR,Food & Drug Stores,Food & Drug Stores,1,0,0,0,-1,0,1,1,0,0,414000,41100.7,150039,1.2,2164,-3.6,50505,37620
26,Phillips 66,PSX,Energy,Petroleum Refining,1,0,0,1,-9,0,1,1,0,0,14000,69880.8,149890,-14.7,7015,-36.4,75501,59383
27,Fannie Mae,FNMA,Financials,Diversified Financials,1,0,1,1,1,1,0,1,0,0,8100,1818.2,141240,16.2,17408,34.7,4325437,8585
28,Walgreens Boots Alliance,WBA,Food & Drug Stores,Food & Drug Stores,0,0,0,1,-1,0,1,1,0,0,268500,18712.3,139081,4.8,-3080,-171,96628,10100
29,Valero Energy,VLO,Energy,Petroleum Refining,1,0,0,1,-11,0,1,1,0,0,9897,56234.5,139001,-18.8,8835,-23.4,63056,48641
30,Meta Platforms,META,Tech0logy,Internet Services and Retailing,1,1,0,0,1,1,0,1,1,0,67317,1237940.1,134902,15.7,39098,68.5,229623,1258678
31,Verizon Communications,VZ,Telecommunications,Telecommunications,1,0,0,0,-5,0,1,1,1,0,105400,176651.6,133974,-2.1,11614,-45.4,380255,171696
32,AT&T,T,Telecommunications,Telecommunications,1,0,0,0,-2,0,1,1,1,0,150470,125889.1,122428,1.4,14400,,407060,133222
33,Comcast,CMCSA,Telecommunications,Telecommunications,1,0,0,0,-4,0,1,1,1,1,186000,172180,121572,0.1,15388,186.6,264811,152786
34,Wells Fargo,WFC,Financials,Commercial Banks,1,0,0,0,13,1,0,1,0,0,226000,205201.8,115340,39.2,19142,45.2,1932468,201265
35,Goldman Sachs Group,GS,Financials,Commercial Banks,1,0,0,0,20,1,0,1,1,0,45300,135551.7,108418,57.8,8516,-24.4,1641594,164412
36,Freddie Mac,FMCC,Financials,Diversified Financials,1,0,0,1,9,1,0,1,0,0,8020,877.6,108050,24.6,10538,13,3280976,4528
37,Target,TGT,Retailing,General Merchandisers,1,0,0,0,-4,0,1,1,1,1,415000,81816.1,107412,-1.6,4138,48.8,55356,69997
38,Humana,HUM,Health Care,Health Care: Insurance and Managed Care,1,0,0,1,4,1,0,1,1,0,67600,41796.7,106374,14.5,2489,-11.3,47065,46298
39,Tesla,TSLA,Motor Vehicles & Parts,Motor Vehicles & Parts,1,1,0,1,10,1,0,1,0,0,140473,559854.3,96773,18.8,14997,19.4,106618,805719
40,Morgan Stanley,MS,Financials,Commercial Banks,1,0,0,0,20,1,0,1,1,0,80006,153976.9,96194,45.9,9087,-17.6,1193693,171065
41,Johnson & Johnson,JNJ,Health Care,Pharmaceuticals,1,0,0,0,-2,0,1,1,1,0,131900,381203.6,95195,0.3,35153,95.9,167558,359173
42,Archer Daniels Midland,ADM,"Food, Beverages & Tobacco",Food Production,1,0,0,0,-8,0,1,1,1,0,41008,32023.6,93935,-7.5,3483,-19.7,54631,31347
43,PepsiCo,PEP,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,2,1,0,1,1,0,318000,240552.8,91471,5.9,9074,1.8,100495,225074
44,United Parcel Service,UPS,Transportation,"Mail, Package, and Freight Delivery",1,0,1,0,-8,0,1,1,1,0,382550,126828.9,90958,-9.3,6708,-41.9,70857,123329
45,FedEx,FDX,Transportation,"Mail, Package, and Freight Delivery",1,0,0,0,-5,0,1,1,1,0,446400,71299.4,90155,-3.6,3972,3.8,87143,74517
46,Walt Disney,DIS,Media,Entertainment,1,0,0,1,1,1,0,1,1,0,199125,224445.2,88898,7.5,2354,-25.2,205579,176598
47,Dell Tech0logies,DELL,Tech0logy,"Computers, Office Equipment",1,1,0,0,-14,0,1,1,1,0,120000,81450.6,88425,-13.6,3211,31.5,82089,97331
48,Lowe's,LOW,Retailing,Specialty Retailers: Other,1,0,0,0,-10,0,1,1,1,0,226000,145752.5,86377,-11,7726,20,41795,132299
49,Procter & Gamble,PG,Household Products,Household and Personal Products,1,0,0,1,1,1,0,1,1,0,107000,381777.7,82006,2.3,14653,-0.6,120829,388431
50,Energy Transfer,ET,Energy,Pipelines,1,0,0,1,-8,0,1,1,0,0,13786,52974.8,78586,-12.6,3935,-17.3,113698,55235
51,Boeing,BA,Aerospace & Defense,Aerospace & Defense,0,0,0,1,6,1,0,1,1,0,171000,117750,77794,16.8,-2222,,137012,109953
52,Albertsons,ACI,Food & Drug Stores,Food & Drug Stores,1,0,0,1,0,0,0,1,0,0,198650,12350.3,77649.7,8,1513.5,-6.6,26168.2,11333
53,Sysco,SYY,Wholesalers,Wholesalers: Food and Grocery,1,0,0,1,2,1,0,1,0,0,71750,40413.8,76324.7,11.2,1770.1,30.3,22821.1,35755
54,RTX,RTX,Aerospace & Defense,Aerospace & Defense,1,0,0,1,2,1,0,1,1,0,185000,129680.3,68920,2.8,3195,-38.5,161869,135104
55,General Electric,GE,Industrials,Industrial Machinery,1,0,0,0,-4,0,1,1,0,0,125000,191901.2,67954,-11.2,9481,4113.8,163045,174655
56,Lockheed Martin,LMT,Aerospace & Defense,Aerospace & Defense,1,0,0,1,3,1,0,1,1,0,122000,109394.2,67571,2.4,6920,20.7,52456,111303
57,American Express,AXP,Financials,Diversified Financials,1,0,0,0,19,1,0,1,1,1,74600,163945.6,67364,21.1,8374,11.4,261108,175510
58,Caterpillar,CAT,Industrials,Construction and Farm Machinery,1,0,0,1,9,1,0,1,1,0,113200,182986.8,67060,12.8,10335,54.1,87476,169100
59,MetLife,MET,Financials,"Insurance: Life, Health (stock)",1,0,0,0,-6,0,1,1,1,1,45000,53583,66905,-4.3,1578,-37.8,687584,52929
60,HCA Healthcare,HCA,Health Care,Health Care: Medical Facilities,1,0,0,1,5,1,0,1,1,0,265000,88213.8,64968,7.9,5242,-7.1,56211,83022
61,Progressive,PGR,Financials,Insurance: Property and Casualty (Stock),1,0,1,1,26,1,0,1,1,1,61432,121134.1,62108.5,25.2,3902.4,440.9,88690.8,127155
62,IBM,IBM,Tech0logy,Information Tech0logy Services,1,0,0,0,2,1,0,1,1,0,296600,175061.6,61860,2.2,7502,357.7,135241,167994
63,Deere,DE,Industrials,Construction and Farm Machinery,1,0,0,1,17,1,0,1,1,0,82956,114332.9,61251,16.5,10166,42.6,104087,102421
64,Nvidia,NVDA,Tech0logy,Semiconductors and Other Electronic Components,1,1,0,1,87,1,0,0,1,1,29600,2258900,60922,125.9,29760,581.3,65728,3159624
65,StoneX Group,SNEX,Financials,Diversified Financials,1,0,0,1,-7,0,1,1,0,0,4137,2216.7,60856.1,-7.8,238.5,15.2,21938.7,2516
66,Merck,MRK,Health Care,Pharmaceuticals,1,0,0,1,2,1,0,1,1,1,71000,334182.4,60115,1.4,365,-97.5,106675,324503
67,Co0coPhillips,COP,Energy,"Mining, Crude-Oil Production",1,0,0,1,-19,0,1,1,0,0,9900,149733.3,58574,-28.7,10957,-41.3,95924,133994
68,Pfizer,PFE,Health Care,Pharmaceuticals,1,0,0,1,-31,0,1,1,1,0,88000,157135.5,58496,-41.7,2119,-93.2,226501,164898
69,Delta Air Lines,DAL,Transportation,Airlines,1,0,0,1,15,1,0,1,1,1,103000,30795.9,58048,14.8,4609,249.7,73644,27753
70,TD Synnex,SNX,Wholesalers,Wholesalers: Electronics and Office Equipment,1,0,0,0,-7,0,1,1,1,0,28000,9856.6,57555.4,-7.7,626.9,-3.7,29412.8,9836
71,Allstate,ALL,Financials,Insurance: Property and Casualty (Stock),0,0,0,0,11,1,0,1,1,0,53200,45513.3,57094,11.1,-188,,103362,44050
72,Cisco Systems,CSCO,Tech0logy,Network and Other Communications Equipment,1,0,0,1,8,1,0,1,0,1,84900,202094.9,56998,10.6,12613,6.8,101852,191932
73,Charter Communications,CHTR,Telecommunications,Telecommunications,1,0,0,0,3,1,0,1,0,0,101100,51316,54607,1.1,4557,-9.9,147193,52350
74,AbbVie,ABBV,Health Care,Pharmaceuticals,1,0,0,0,-4,0,1,1,1,1,50000,322434.8,54318,-6.4,4863,-58.9,134711,296719
75,Intel,INTC,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,-17,0,1,1,0,0,124800,188026,54228,-14,1689,-78.9,191572,146692
76,TJX,TJX,Retailing,Specialty Retailers: Apparel,1,0,0,1,7,1,0,1,1,0,349000,115586,54217,8.6,4474,27.9,29747,128622
77,Prudential Financial,PRU,Financials,"Insurance: Life, Health (stock)",1,0,0,1,-14,0,1,1,1,0,40366,42191.2,53979,-10.1,2488,,721123,45069
78,HP,HPQ,Tech0logy,"Computers, Office Equipment",1,0,0,0,-19,0,1,1,1,1,58000,29569.7,53718,-14.6,3263,4.2,37004,36539
79,United Airlines Holdings,UAL,Transportation,Airlines,1,0,0,1,13,1,0,1,1,0,103300,15705.9,53717,19.5,2618,255.2,71104,14573
80,Performance Food Group,PFGC,Wholesalers,Wholesalers: Food and Grocery,1,0,0,0,7,1,0,1,0,0,34825,11612.9,53354.7,13.1,397.2,253.1,12499,9951
81,Tyson Foods,TSN,"Food, Beverages & Tobacco",Food Production,0,0,0,0,-5,0,1,1,0,0,139000,20928.3,52881,-0.8,-648,-120,36251,20461
82,American Airlines Group,AAL,Transportation,Airlines,1,0,0,1,3,1,0,1,0,0,132100,10050.5,52788,7.8,822,547.2,63058,6947
83,Nike,NKE,Apparel,Apparel,1,0,0,1,5,1,0,1,1,0,83700,142391.2,51217,9.6,5070,-16.1,37531,107632
84,Oracle,ORCL,Tech0logy,Computer Software,1,0,1,1,12,1,0,1,1,0,164000,345240.8,49954,17.7,8503,26.6,134384,394281
85,Enterprise Products Partners,EPD,Energy,Pipelines,1,0,0,1,-18,0,1,1,0,0,7500,63269.4,49715,-14.6,5532,0.8,70982,64278
86,Capital One Financial,COF,Financials,Commercial Banks,1,1,0,0,15,1,0,1,1,1,51987,56891.2,49484,29,4887,-33.6,478464,55230
87,Plains GP Holdings,PAGP,Energy,Pipelines,1,0,0,1,-18,0,1,1,0,0,4200,3597.5,48712,-15.1,198,17.9,28597,3862
88,World Kinect,WKC,Energy,Energy,1,0,0,1,-23,0,1,1,0,0,5289,1583,47710.6,-19.2,52.9,-53.6,7375.3,1579
89,AIG,AIG,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,-18,0,1,1,0,0,25200,53230.1,46802,-17.1,3643,-64.5,539306,51514
90,Coca-Cola,KO,"Food, Beverages & Tobacco",Beverages,1,0,0,0,5,1,0,1,1,0,79100,263758.6,45754,6.4,10714,12.3,97703,273167
91,Bristol-Myers Squibb,BMY,Health Care,Pharmaceuticals,1,0,0,0,-3,0,1,1,1,0,34100,109911.1,45006,-2.5,8025,26.8,95159,81388
92,Dow,DOW,Chemicals,Chemicals,1,0,0,0,-24,0,1,1,1,1,35900,40740.3,44622,-21.6,589,-87.1,57967,37463
93,Best Buy,BBY,Retailing,Specialty Retailers: Other,1,0,1,1,-6,0,1,1,1,0,85000,17667.7,43452,-6.1,1241,-12.5,14967,18444
94,Thermo Fisher Scientific,TMO,Tech0logy,"Scientific,Photographic and  Control Equipment",1,0,0,0,-4,0,1,1,1,0,122000,221622.5,42857,-4.6,5995,-13.7,98726,207913
95,General Dynamics,GD,Aerospace & Defense,Aerospace & Defense,1,0,1,1,1,1,0,1,1,0,111600,77506.3,42272,7.3,3315,-2.2,54810,78309
96,Travelers,TRV,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,7,1,0,1,1,0,33133,52731,41364,12.1,2991,5.2,125978,48867
97,Warner Bros. Discovery,WBD,Media,Entertainment,0,0,0,0,12,1,0,1,0,0,35300,21298.5,41321,22.2,-3126,,122757,18181
98,U.S. Bancorp,USB,Financials,Commercial Banks,1,0,0,0,42,1,0,0,1,0,75465,69656.5,40624,48.3,5429,-6.8,663491,66086
99,Abbott Laboratories,ABT,Health Care,Medical Products and Equipment,1,0,0,0,-9,0,1,1,1,0,114000,197221,40109,-8.1,5723,-17.5,73214,179113
100,0rthrop Grumman,0C,Aerospace & Defense,Aerospace & Defense,1,0,1,1,4,1,0,1,1,0,101000,70908.8,39290,7.3,2056,-58,46544,63920
101,Dollar General,DG,Retailing,Specialty Retailers: Other,1,0,0,1,-3,0,1,1,0,0,185800,34281.9,38691.6,2.2,1661.3,-31.2,30795.6,27918
102,PBF Energy,PBF,Energy,Petroleum Refining,1,0,0,1,-20,0,1,1,0,0,3776,6860.3,38324.8,-18.2,2140.5,-25.6,14387.8,4790
103,Uber Tech0logies,UBER,Tech0logy,Internet Services and Retailing,1,0,0,0,14,1,0,1,1,0,30400,160258.1,37281,17,1887,,38699,151051
104,Honeywell International,HON,Industrials,Industrial Machinery,1,0,0,0,1,1,0,1,1,0,95000,133860.3,36662,3.4,5658,13.9,61525,140474
105,Mondelez International,MDLZ,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,16,1,0,1,1,0,91000,94253.4,36016,14.4,4959,82.5,71391,86317
106,Starbucks,SBUX,"Hotels, Restaurants & Leisure",Food Services,1,0,0,0,9,1,0,1,1,0,381000,103471.8,35975.6,11.6,4124.5,25.7,29445.5,82404
107,Qualcomm,QCOM,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,-19,0,1,1,1,0,50000,188938.8,35820,-19,7232,-44.1,51040,232329
108,Broadcom,AVGO,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,5,1,0,1,0,0,20000,614223.1,35819,7.9,14082,22.5,72861,797940
109,US Foods Holding,USFD,Wholesalers,Wholesalers: Food and Grocery,1,0,0,1,-2,0,1,1,0,0,30000,13217.4,35597,4.5,506,90.9,13187,12829
110,D.R. Horton,DHI,Engineering & Construction,Homebuilders,1,0,0,1,0,0,0,1,1,0,13450,54600.5,35460.4,5.9,4745.7,-19,32582.4,50108
111,Philip Morris International,PM,"Food, Beverages & Tobacco",Tobacco,1,0,0,1,7,1,0,1,0,0,82700,142428,35174,10.7,7813,-13.6,65304,163337
112,Paccar,PCAR,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,1,18,1,0,0,0,0,32400,64919.7,35127.4,21.9,4600.8,52.8,40823.4,54799
113,Salesforce,CRM,Tech0logy,Computer Software,1,1,0,0,10,1,0,1,1,1,72682,292144.6,34857,11.2,4136,1888.5,99823,245021
114,Nucor,NUE,Materials,Metals,1,0,0,1,-22,0,1,1,1,0,32000,47492,34713.5,-16.4,4524.8,-40.5,35340.5,39530
115,Jabil,JBL,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,-4,0,1,1,1,0,236000,17084.7,34702,3.7,818,-17.9,19424,13080
116,Lennar,LEN,Engineering & Construction,Homebuilders,1,0,0,1,-7,0,1,1,1,0,12284,47374.8,34233.4,1.7,3938.5,-14.6,39234.3,43389
117,Eli Lilly,LLY,Health Care,Pharmaceuticals,1,0,0,1,15,1,0,0,1,0,43000,739658,34124.1,19.6,5240.4,-16.1,64006.3,903322
118,Molina Healthcare,MOH,Health Care,Health Care: Insurance and Managed Care,1,0,0,1,-2,0,1,1,1,0,18000,24068,34072,6.6,1091,37.8,14892,16755
119,Cummins,CMI,Industrials,Industrial Machinery,1,0,1,1,17,1,0,0,1,0,75500,41798.1,34065,21.3,735,-65.8,32005,39520
120,Bank of New York Mellon,BK,Financials,Commercial Banks,1,0,0,1,71,1,0,0,1,0,53400,43380.4,33805,69.1,3286,27.7,409953,49139
121,Netflix,NFLX,Media,Entertainment,1,0,0,1,-2,0,1,1,1,0,13000,262827.9,33723.3,6.7,5408,20.4,48732,282865
122,Truist Financial,TFC,Financials,Commercial Banks,0,0,0,0,25,1,0,0,0,0,49935,52022.4,33246,31.1,-1091,-117.4,535349,55397
123,Arrow Electronics,ARW,Wholesalers,Wholesalers: Electronics and Office Equipment,1,0,0,0,-24,0,1,1,1,0,22100,6988.1,33107.1,-10.8,903.5,-36.7,21726.2,6525
124,3M,MMM,Chemicals,Chemicals,0,0,0,0,-18,0,1,1,1,0,85000,58695,32681,-4.5,-6995,-221.1,50580,56841
125,Visa,V,Business Services,Financial Data Services,1,0,0,1,2,1,0,0,1,1,28800,560847.5,32653,11.4,17273,15.5,90499,551134
126,Apollo Global Management,APO,Financials,Securities,1,1,0,1,220,1,0,0,0,0,6855,63889.7,32644,180.8,5047,,313488,69703
127,HF Sinclair,DI0,Energy,Petroleum Refining,1,0,0,0,-30,0,1,1,0,0,5218,11987.6,31964.4,-16.3,1589.7,-45.6,17716.3,11988
128,CBRE Group,CBRE,Financials,Real estate,1,0,0,1,-3,0,1,0,1,0,130000,29725.9,31949,3.6,986,-29.9,22548,29726
129,PNC Financial Services Group,PNC,Financials,Commercial Banks,1,0,0,0,29,1,0,0,1,0,55612,64291.8,31882,35.4,5578,-7.7,561580,64292
130,Lithia Motors,LAD,Retailing,"Automotive Retailing, Services",1,0,0,1,5,1,0,0,0,0,25051,8283,31310.9,10.6,1000.8,-20,19632.5,8283
131,CarMax,KMX,Retailing,"Automotive Retailing, Services",1,0,0,0,-17,0,1,1,0,1,30621,13756.5,31126.4,-6.2,484.8,-57.9,26182.7,13757
132,Paramount Global,PARA,Media,Entertainment,0,0,0,0,-8,0,1,1,0,0,24150,8099,30610,-2.3,-608,-155.1,53543,8099
133,Dollar Tree,DLTR,Retailing,Specialty Retailers: Other,0,0,0,1,1,1,0,0,0,0,138860,29024.4,30603.8,8,-998.4,-161.8,22023.5,29024
134,United Natural Foods,UNFI,Wholesalers,Wholesalers: Food and Grocery,1,0,0,0,-5,0,1,0,0,0,29455,682.9,30272,4.6,24,-90.3,7394,683
135,PayPal Holdings,PYPL,Business Services,Financial Data Services,1,0,0,0,3,1,0,0,1,0,27200,71796,29771,8.2,4246,75.5,82166,71796
136,Penske Automotive Group,PAG,Retailing,"Automotive Retailing, Services",1,0,0,1,1,1,0,0,1,0,28000,10861,29527.4,6.2,1053.2,-23.7,15671.5,10861
137,Hewlett Packard Enterprise,HPE,Tech0logy,"Computers, Office Equipment",1,0,0,1,-4,0,1,0,1,1,62000,23049,29135,2.2,2025,133.3,57153,23049
138,Duke Energy,DUK,Energy,Utilities: Gas and Electric,1,0,1,0,-7,0,1,0,1,0,27037,74607.9,28932,0.5,2841,11.4,176893,74608
139,Occidental Petroleum,OXY,Energy,"Mining, Crude-Oil Production",1,0,1,1,-39,0,1,1,0,0,12570,57611.3,28918,-22,4696,-64.7,74008,57611
140,NRG Energy,NRG,Energy,Energy,0,0,0,1,-20,0,1,1,0,0,18131,14535.4,28823,-8.6,-202,-116.5,26038,14535
141,Amgen,AMGN,Health Care,Pharmaceuticals,1,0,0,1,3,1,0,0,1,0,26700,152372.5,28190,7.1,6717,2.5,97154,152373
142,NextEra Energy,NEE,Energy,Utilities: Gas and Electric,1,0,0,1,35,1,0,0,1,0,16800,131170.7,28114,34.2,7310,76.3,177489,131171
143,Danaher,DHR,Health Care,Medical Products and Equipment,1,0,0,0,-21,0,1,1,1,0,62000,184928.7,27602,-12.3,4764,-33.9,84488,184929
144,Gilead Sciences,GILD,Health Care,Pharmaceuticals,1,0,0,1,-4,0,1,0,0,0,18000,91340.5,27116,-0.6,5665,23.4,62125,91341
145,AutoNation,AN,Retailing,"Automotive Retailing, Services",1,0,0,1,-4,0,1,0,1,0,25300,6902.1,26948.9,-0.1,1021.1,-25.9,11980,6902
146,Kraft Heinz,KHC,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,-3,0,1,0,0,0,36000,44857,26640,0.6,2855,20.8,90339,44857
147,Avnet,AVT,Wholesalers,Wholesalers: Electronics and Office Equipment,1,0,0,1,6,1,0,0,1,0,15800,4480.2,26536.9,9.2,770.8,11.3,12477.2,4480
148,Applied Materials,AMAT,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,1,-3,0,1,0,1,0,34000,171356,26517,2.8,6856,5.1,30729,171356
149,Southwest Airlines,LUV,Transportation,Airlines,1,0,0,1,6,1,0,0,1,0,74806,17416.6,26091,9.6,465,-13.7,36487,17417
150,Charles Schwab,SCHW,Financials,Securities,1,0,0,0,15,1,0,0,1,0,33000,131974.9,25521,14.4,5067,-29.5,493178,131975
151,Baker Hughes,BKR,Energy,"Oil and Gas Equipment, Services",1,0,0,1,24,1,0,0,0,0,58000,33529.5,25506,20.6,1943,,36945,33530
152,McDonald's,MCD,"Hotels, Restaurants & Leisure",Food Services,1,0,0,0,7,1,0,0,1,0,150000,203582.4,25493.7,10,8468.8,37.1,56146.8,203582
153,Southern Company,SO,Energy,Utilities: Gas and Electric,1,0,0,1,-25,0,1,0,1,0,27960,78269.4,25253,-13.8,3976,12.8,139331,78269
154,Mastercard,MA,Business Services,Financial Data Services,1,0,0,1,13,1,0,0,1,1,33400,449252.6,25098,12.9,11195,12.7,42448,449253
155,Constellation Energy,CEG,Energy,Energy,1,0,0,1,-3,0,1,0,0,0,13842,58250.1,24918,2,1623,,50758,58250
156,Hartford Financial Services Group,HIG,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,8,1,0,0,0,0,18700,30636.6,24527,9.7,2504,38,76780,30637
157,PG&E,PCG,Energy,Utilities: Gas and Electric,1,0,1,1,13,1,0,0,0,0,28010,35759.5,24428,12.7,2242,24.6,125698,35760
158,Coupang,CPNG,Retailing,Internet Services and Retailing,1,1,0,1,27,1,0,0,0,0,78000,31903.1,24383,18.5,1360,,13346,31903
159,EOG Resources,EOG,Energy,"Mining, Crude-Oil Production",1,0,0,1,-13,0,1,0,0,0,3050,73535.6,24186,-5.9,7594,-2.1,43857,73536
160,Union Pacific,UNP,Transportation,Railroads,1,0,0,0,-11,0,1,0,1,0,32973,150041,24119,-3,6379,-8.8,67132,150041
161,Rite Aid,RADCQ,Food & Drug Stores,Food & Drug Stores,0,0,0,0,-10,0,1,0,0,0,47000,9,24091.9,-1.9,-749.9,,7527.4,9
162,Macy's,M,Retailing,General Merchandisers,1,0,0,0,-14,0,1,0,0,0,85581,5482.7,23866,-5.7,105,-91.1,16246,5483
163,Marriott International,MAR,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,19,1,0,0,1,1,148000,72730.7,23713,14.2,3083,30.7,25674,72731
164,Lear,LEA,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,1,15,1,0,0,1,0,186600,8263.1,23466.9,12.3,572.5,74.7,14695.5,8263
165,Genuine Parts,GPC,Wholesalers,Wholesalers: Diversified,1,0,0,1,4,1,0,0,0,0,60000,21600.9,23090.6,4.5,1316.5,11.3,17968.5,21601
166,Sherwin-Williams,SHW,Chemicals,Chemicals,1,0,1,0,2,1,0,0,1,0,64088,88255.4,23051.9,4.1,2388.8,18.3,22954.4,88255
167,Halliburton,HAL,Energy,"Oil and Gas Equipment, Services",1,0,0,1,20,1,0,0,0,0,48000,35087.8,23018,13.4,2638,67.8,24683,35088
168,Freeport-McMoRan,FCX,Energy,"Mining, Crude-Oil Production",1,0,1,1,-7,0,1,0,0,0,27200,67445.9,22855,0.3,1848,-46.7,52506,67446
169,Live Nation Entertainment,LYV,Media,Entertainment,1,0,0,1,69,1,0,0,1,0,23200,24411.5,22749.1,36.4,563.3,90.3,19074,24412
170,Marsh & McLennan,MMC,Financials,Diversified Financials,1,0,0,0,13,1,0,0,1,0,85000,101657.8,22736,9.7,3756,23.1,48030,101658
171,Advanced Micro Devices,AMD,Tech0logy,Semiconductors and Other Electronic Components,1,0,1,1,-14,0,1,0,1,0,26000,291697.1,22680,-3.9,854,-35.3,67885,291697
172,First Citizens BancShares,FCNCA,Financials,Commercial Banks,1,0,0,1,420,1,0,0,0,0,15868,23620.4,22466,304.9,11466,944.3,213758,23620
173,WESCO International,WCC,Wholesalers,Wholesalers: Diversified,1,0,0,0,-2,0,1,0,1,0,20000,8727.3,22385.2,4.5,765.5,-11,15060.9,8727
174,Carrier Global,CARR,Industrials,Industrial Machinery,1,0,0,1,12,1,0,0,1,0,53000,52323,22098,8.2,1349,-61.8,32822,52323
