Rank,Company,股票代码,部门,行业,盈利,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,资产,更新市值
515,Amkor Tech0logy,AMKR,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,-32,0,1,0,0,0,28700,7927.6,6503.1,-8.3,359.8,-53,6771.1,7928
516,Insperity,NSP,Business Services,Diversified Outsourcing Services,1,1,0,1,35,1,0,0,0,0,4400,4087.3,6485.9,9.2,171.4,-4.4,2119.7,4087
517,Patterson,PDCO,Health Care,Wholesalers: Health Care,1,0,0,0,-6,0,1,0,0,0,7600,2477.2,6471.5,-0.4,207.6,2.1,2879.1,2477
518,T. Rowe Price,TROW,Financials,Securities,1,0,0,1,-6,0,1,0,1,0,7906,27266.7,6460.5,-0.4,1788.7,14.8,12278.8,27267
519,Ralph Lauren,RL,Apparel,Apparel,1,0,0,1,17,1,0,0,1,0,19100,12002.7,6443.6,3.6,522.7,-12.9,6789.5,12003
520,KB Home,KBH,Engineering & Construction,Homebuilders,1,0,0,0,-27,0,1,0,0,0,2205,5361.6,6410.6,-7.1,590.2,-27.7,6648.4,5362
521,Brunswick,BC,Transportation,Transportation Equipment,1,0,0,0,-23,0,1,0,0,0,18104,6555.5,6401.4,-6,420.4,-37.9,6230.5,6556
522,Robert Half,RHI,Business Services,Temporary Help,1,0,0,0,-47,0,1,0,1,1,15000,8340.9,6392.5,-11.7,411.1,-37.5,3010.8,8341
523,PENN Entertainment,PENN,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",0,0,0,1,-6,0,1,0,0,0,23333,2775.6,6362.9,-0.6,-490,-320.6,16064.2,2776
524,NetApp,NTAP,Tech0logy,"Computers, Office Equipment",1,0,0,0,6,1,0,0,0,0,12000,21663.4,6362,0.7,1274,36,9818,21663
525,Orga0n,OGN,Health Care,Pharmaceuticals,1,0,0,0,18,1,0,0,0,0,10000,4806,6263,1.4,1023,11.6,12058,4806
526,Petco Health and Wellness,WOOF,Retailing,Specialty Retailers: Other,0,0,0,0,20,1,0,0,0,0,29000,698.3,6255.3,3.6,-1280.2,-1509.9,5363.2,698
527,Regal Rex0rd,RRX,Industrials,"Electronics, Electrical Equip.",0,0,0,1,79,1,0,0,0,0,32100,11977.1,6250.7,19.8,-57.4,-111.7,15431.4,11977
528,Resideo Tech0logies,REZI,Materials,"Building Materials, Glass",1,0,0,0,-7,0,1,0,0,0,14000,3258,6242,-2,210,-25.8,6645,3258
529,Camping World Holdings,CWH,Retailing,"Automotive Retailing, Services",1,0,0,0,-38,0,1,0,0,0,12459,2354.4,6226.5,-10.6,31,-77.3,4845.7,2354
530,Huntsman,HUN,Chemicals,Chemicals,1,0,0,0,-122,0,1,0,0,0,6000,4503.1,6199,-28.9,101,-78,7248,4503
531,Victoria's Secret,VSCO,Retailing,Specialty Retailers: Apparel,1,0,0,0,-6,0,1,0,0,0,21500,1503.4,6181.8,-2.6,109.2,-68.6,4600,1503
532,Levi Strauss,LEVI,Apparel,Apparel,1,0,1,1,12,1,0,0,0,0,19100,7956.6,6179,0.2,249.6,-56.1,6053.6,7957
533,Roper Tech0logies,ROP,Tech0logy,Computer Software,1,0,0,1,49,1,0,0,0,0,16800,60022.4,6177.8,12.9,1384.2,-69.5,28167.5,60022
534,Academy Sports and Outdoors,ASO,Retailing,Specialty Retailers: Other,1,0,0,1,-15,0,1,0,0,0,16509,5025.3,6159.3,-3.7,519.2,-17.3,4676.7,5025
535,Meritage Homes,MTH,Engineering & Construction,Homebuilders,1,0,0,0,-3,0,1,0,0,0,1838,6346.3,6138.3,-2.4,738.7,-25.5,6353.1,6346
536,American Axle & Manufacturing,AXL,Motor Vehicles & Parts,Motor Vehicles & Parts,0,0,0,0,27,1,0,0,0,0,19000,865.1,6079.5,4.8,-33.6,-152.3,5356.3,865
537,Fortive,FTV,Industrials,"Electronics, Electrical Equip.",1,0,0,0,25,1,0,0,0,0,18000,30225.7,6065.3,4.1,865.8,14.6,16911.8,30226
538,Nasdaq,NDAQ,Financials,Securities,1,0,1,1,-4,0,1,0,0,0,8525,36295.5,6064,-2.6,1059,-5.9,32294,36296
539,Broadridge Financial Solutions,BR,Business Services,Financial Data Services,1,0,0,1,32,1,0,0,1,0,14700,24126.8,6060.9,6.2,630.6,17,8233.2,24127
540,Spirit AeroSystems Holdings,SPR,Aerospace & Defense,Aerospace & Defense,0,0,0,1,80,1,0,0,0,0,20655,4192.2,6047.9,20.2,-616.2,,6950.1,4192
541,Warner Music Group,WMG,Media,Entertainment,1,0,0,0,15,1,0,0,1,0,5900,17100.4,6037,2,430,-22,8545,17100
542,Chemours,CC,Chemicals,Chemicals,0,0,1,0,-43,0,1,0,0,0,6200,3907.5,6027,-11.3,-238,-141.2,8251,3908
543,ADT,ADT,Business Services,Diversified Outsourcing Services,1,0,0,0,-25,0,1,0,0,0,14300,6117.7,6017.7,-5.9,463,249,15964.1,6118
544,Edwards Lifesciences,EW,Health Care,Medical Products and Equipment,1,0,0,1,48,1,0,0,0,0,19800,57520.1,6004.8,11.6,1402.4,-7.9,9363.2,57520
545,First American Financial,FAF,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,-89,0,1,0,0,1,19210,6294.3,6003.5,-21.1,216.8,-17.6,16802.8,6294
546,Ha0ver Insurance Group,THG,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,37,1,0,0,0,0,4800,4892.5,5993.5,9.6,35.3,-69.6,14612.6,4893
547,Silgan Holdings,SLGN,Materials,"Packaging, Containers",1,0,0,0,-32,0,1,0,0,0,14400,5185,5988.2,-6.6,326,-4.4,7611.2,5185
548,Endeavor Group Holdings,EDR,Media,Entertainment,1,1,0,0,53,1,0,0,0,0,10000,17817.4,5960.2,13.1,356.5,176.1,21544.8,17817
549,Moody's,MCO,Business Services,Financial Data Services,1,0,0,1,36,1,0,0,1,0,15151,71752.2,5916,8.2,1607,17,14622,71752
550,Coterra Energy,CTRA,Energy,"Mining, Crude-Oil Production",1,0,0,0,-155,0,1,0,0,0,1083,20946,5914,-34.7,1625,-60,20415,20946
551,Gartner,IT,Tech0logy,Information Tech0logy Services,1,0,0,1,30,1,0,0,1,0,20237,37165,5907,7.9,882.5,9.2,7835.9,37165
552,Under Armour,UAA,Apparel,Apparel,1,1,0,0,17,1,0,0,0,0,11078,3157.4,5903.6,3.1,386.8,73.7,4857.1,3157
553,Ingles Markets,IMKTA,Food & Drug Stores,Food & Drug Stores,1,0,0,1,20,1,0,0,0,0,19540,1456.5,5892.8,3.8,210.8,-22.7,2473.8,1457
554,Church & Dwight,CHD,Household Products,Household and Personal Products,1,0,0,1,39,1,0,0,0,0,5550,25441.7,5867.9,9.2,755.6,82.6,8569.2,25442
555,Old Dominion Freight Line,ODFL,Transportation,"Trucking, Truck Leasing",1,0,0,0,-22,0,1,0,0,0,22902,47738.1,5866.2,-6.3,1239.5,-10,5512.4,47738
556,U-Haul Holding,UHAL,Transportation,"Trucking, Truck Leasing",1,0,0,1,12,1,0,0,0,0,26501,13091.3,5864.7,2.2,923,-17.8,18124.6,13091
557,Oscar Health,OSCR,Health Care,Health Care: Insurance and Managed Care,0,0,0,0,164,1,0,0,0,0,2400,3416,5862.9,47.9,-270.7,,3601.5,3416
558,Arista Networks,ANET,Tech0logy,Network and Other Communications Equipment,1,0,1,1,126,1,0,0,0,0,4023,90657.5,5860.2,33.8,2087.3,54.3,9946.8,90658
559,Sy0psys,SNPS,Tech0logy,Computer Software,1,0,0,1,58,1,0,0,0,0,20300,87178.7,5842.6,15,1229.9,24.9,10333.1,87179
560,Harley-Davidson,HOG,Transportation,Transportation Equipment,1,0,0,1,7,1,0,0,0,0,6400,5973.3,5836.5,1.4,706.6,-4.7,12140.6,5973
561,Frontier Communications,FYBR,Telecommunications,Telecommunications,1,0,0,0,4,1,0,0,0,0,13297,6022.6,5751,-0.6,29,-93.4,20693,6023
562,Primoris Services,PRIM,Engineering & Construction,Engineering & Construction,1,0,0,1,114,1,0,0,0,0,14058,2282.6,5715.3,29.3,126.1,-5.2,3827.4,2283
563,Carlisle,CSL,Materials,"Building Materials, Glass",1,0,0,0,-58,0,1,0,0,0,11100,18732,5700.1,-13.5,767.4,-16.9,6620,18732
564,Simon Property Group,SPG,Financials,Real estate,1,0,0,0,35,1,0,0,1,0,2750,50980.3,5658.8,6.9,2283.1,6.7,34283.5,50980
565,Hanesbrands,HBI,Apparel,Apparel,0,0,0,0,-39,0,1,0,0,0,47520,2039,5636.5,-11,-17.7,,5640.3,2039
566,Anywhere Real Estate,HOUS,Financials,Real estate,0,0,0,0,-74,0,1,0,0,0,8028,686.5,5636,-18.4,-97,,5839,687
567,Teledyne Tech0logies,TDY,Aerospace & Defense,Aerospace & Defense,1,0,0,1,19,1,0,0,0,0,14900,20341.7,5635.5,3.2,885.7,12.3,14527.9,20342
568,CME Group,CME,Financials,Securities,1,0,0,1,53,1,0,0,0,0,3565,77510.5,5578.9,11.1,3226.2,19.9,129706.1,77511
569,Juniper Networks,JNPR,Tech0logy,Network and Other Communications Equipment,1,0,0,1,29,1,0,0,0,0,11144,12021.6,5564.5,5,310.2,-34.1,9518.5,12022
570,Coty,COTY,Household Products,Household and Personal Products,1,0,1,1,27,1,0,0,0,0,11350,10706.2,5554.1,4.7,508.2,95.8,12661.6,10706
571,Pool,POOL,Wholesalers,Wholesalers: Diversified,1,0,0,0,-30,0,1,0,0,0,6100,15528.9,5541.6,-10.3,523.2,-30.1,3428.1,15529
572,Evergy,EVRG,Energy,Utilities: Gas and Electric,1,0,0,1,-13,0,1,0,0,0,4658,12263.8,5508.2,-6,731.3,-2.8,30976.1,12264
573,Marvell Tech0logy,MRVL,Tech0logy,Semiconductors and Other Electronic Components,0,0,0,0,-18,0,1,0,0,0,6544,61382.1,5507.7,-7,-933.4,,21228.5,61382
574,NiSource,NI,Energy,Utilities: Gas and Electric,1,0,0,1,-13,0,1,0,0,0,7388,12378.5,5505.4,-5.9,714.3,-11.2,31077.2,12379
575,SS&C Tech0logies Holdings,SSNC,Tech0logy,Computer Software,1,1,0,0,25,1,0,0,0,0,26600,15907.2,5502.8,4.2,607.1,-6.6,18102.5,15907
576,Schneider National,SNDR,Transportation,Transportation and Logistics,1,0,0,1,-72,0,1,0,0,0,17300,3992.5,5498.9,-16.7,238.5,-47.9,4557.2,3993
577,Autodesk,ADSK,Tech0logy,Computer Software,1,0,0,0,46,1,0,0,0,0,13700,55707.8,5497,9.8,906,10.1,9912,55708
578,Sealed Air,SEE,Materials,"Packaging, Containers",1,0,0,1,-3,0,1,0,0,0,17000,5375.2,5488.9,-2.7,341.6,-30.5,7200.6,5375
579,Iron Mountain,IRM,Business Services,Diversified Outsourcing Services,1,0,0,1,37,1,0,0,0,0,27000,23443.4,5480.3,7.4,184.2,-66.9,17473.8,23443
580,Digital Realty Trust,DLR,Financials,Real estate,1,0,0,1,68,1,0,0,0,0,3664,44982.8,5477.1,16.7,948.8,151.2,44113.3,44983
581,Keysight Tech0logies,KEYS,Tech0logy,"Scientific,Photographic and  Control Equipment",1,0,0,0,8,1,0,0,0,0,14900,27297,5464,0.8,1057,-6,8683,27297
582,Globe Life,GL,Financials,"Insurance: Life, Health (stock)",1,0,0,1,25,1,0,0,0,0,3636,10943.1,5447.5,4.5,970.8,31.2,28051.5,10943
583,Parsons,PSN,Aerospace & Defense,Aerospace & Defense,1,0,1,1,115,1,0,0,0,0,18500,8778.6,5442.7,29.7,161.1,66.7,4804.1,8779
584,Mattel,MAT,Household Products,"Toys, Sporting Goods",1,0,0,0,3,1,0,0,0,0,33000,6814.6,5441.2,0.1,214.4,-45.6,6435.8,6815
585,Southwest Gas Holdings,SWX,Energy,Utilities: Gas and Electric,1,0,1,1,43,1,0,0,0,0,14943,5453.5,5434,9.6,150.9,,11869.9,5454
586,Clean Harbors,CLH,Business Services,Waste Management,1,0,0,1,25,1,0,0,0,0,21280,10858.8,5409.2,4.7,377.9,-8.2,6382.9,10859
587,Cornerstone Building Brands,,Materials,"Building Materials, Glass",0,0,1,0,-75,0,1,0,0,0,17600,,5402.4,-16.6,-75.5,-118,6933.3,3089
588,Hubbell,HUBB,Industrials,"Electronics, Electrical Equip.",1,0,0,1,37,1,0,0,0,0,18317,22281,5372.9,8,759.8,39.2,6914,22281
589,Spirit Airlines,SAVE,Transportation,Airlines,0,0,0,1,28,1,0,0,0,0,13167,529.9,5362.5,5.8,-447.5,,9417.2,530
590,Lamb Weston Holdings,LW,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,117,1,0,0,0,0,10300,15380,5350.6,30.5,1008.9,402.2,6519.8,15380
591,Take-Two Interactive Software,TTWO,Media,Entertainment,0,0,0,1,201,1,0,0,0,0,11580,25330.4,5349.9,52.6,-1124.7,-369.1,15862.1,25330
592,GMS,GMS,Wholesalers,Wholesalers: Diversified,1,0,0,1,60,1,0,0,0,0,7007,3877.4,5329.3,15,333,21.8,3267,3877
593,Landstar System,LSTR,Transportation,"Trucking, Truck Leasing",1,0,0,1,-131,0,1,0,0,0,1468,6893.5,5313.5,-28.6,264.4,-38.6,1801.8,6894
594,Host Hotels & Resorts,HST,Financials,Real estate,1,0,0,0,35,1,0,0,0,0,163,14550.9,5311,8.2,740,16.9,12243,14551
595,Fortinet,FTNT,Tech0logy,Computer Software,1,1,0,1,81,1,0,0,0,0,13568,52122.6,5304.8,20.1,1147.8,33.9,7258.9,52123
596,OneMain Holdings,OMF,Financials,Diversified Financials,1,0,0,0,21,1,0,0,0,0,9100,6118.8,5299,4.6,641,-27,24294,6119
597,GameStop,GME,Retailing,Specialty Retailers: Other,1,0,0,0,-47,0,1,0,0,0,15750,3829.5,5272.8,-11,6.7,,2709,3830
598,Equifax,EFX,Business Services,Financial Data Services,1,0,0,1,15,1,0,0,0,0,14900,33234.3,5265.2,2.8,545.3,-21.7,12280,33234
599,American Eagle Outfitters,AEO,Retailing,Specialty Retailers: Apparel,1,0,0,1,23,1,0,0,0,0,26700,5084.7,5261.8,5.4,170,35.9,3557.9,5085
600,Comerica,CMA,Financials,Commercial Banks,1,0,0,1,158,1,0,0,0,0,7701,7285.6,5253,40.5,881,-23.5,85834,7286
601,Greif,GEF,Materials,"Packaging, Containers",1,0,0,0,-79,0,1,0,0,0,12000,3263.7,5218.6,-17.8,359.2,-4.6,5960.8,3264
602,Comfort Systems USA,FIX,Engineering & Construction,Engineering & Construction,1,0,0,1,99,1,0,0,0,0,15800,11337.4,5206.8,25.8,323.4,31.5,3305.6,11337
603,TopBuild,BLD,Engineering & Construction,Engineering & Construction,1,0,0,1,17,1,0,0,0,0,14012,14021.8,5194.7,3.7,614.3,10.5,5162.9,14022
604,Bread Financial Holdings,BFH,Business Services,Financial Data Services,1,0,0,0,83,1,0,0,0,0,7000,1840.6,5168,19.4,718,222,23141,1841
605,Coherent,COHR,Tech0logy,Semiconductors and Other Electronic Components,0,0,0,1,216,1,0,0,0,0,26622,9202.9,5160.1,55.6,-259.5,-210.5,13711.1,9203
606,Telephone & Data Systems,TDS,Telecommunications,Telecommunications,0,0,0,0,-18,0,1,0,0,0,8800,1810.3,5160,-4.7,-500,-906.5,13921,1810
607,Stifel Financial,SF,Financials,Securities,1,0,0,0,52,1,0,0,0,0,9000,8035.6,5159.3,12.3,522.5,-21.1,37727.5,8036
608,Urban Outfitters,URBN,Retailing,Specialty Retailers: Apparel,1,1,0,1,31,1,0,0,0,0,19460,4028.8,5153.2,7.5,287.7,80.1,4111.2,4029
609,Terex,TEX,Industrials,Construction and Farm Machinery,1,0,0,1,66,1,0,0,0,0,10200,4314.8,5151.5,16.6,518,72.7,3615.5,4315
610,Ryerson Holding,RYI,Materials,Metals,1,0,0,1,-83,0,1,0,0,0,4600,1139.6,5108.7,-19.2,145.7,-62.7,2569.6,1140
611,Snap-on,SNA,Industrials,Industrial Machinery,1,0,0,1,23,1,0,0,0,0,13200,15651.8,5108.3,5.5,1011.1,10.9,7544.9,15652
612,Flowers Foods,FLO,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,25,1,0,0,0,0,9300,5001,5090.8,5.9,123.4,-46,3427,5001
613,First Horizon,FHN,Financials,Commercial Banks,1,0,0,0,181,1,0,0,0,0,7314,8546.1,5027,43.7,897,-0.3,81661,8546
614,Paychex,PAYX,Business Services,Diversified Outsourcing Services,1,0,0,1,40,1,0,0,0,0,16600,44186.1,5007.1,8.6,1557.3,11.8,10546.4,44186
615,Hasbro,HAS,Household Products,"Toys, Sporting Goods",0,0,0,0,-57,0,1,0,0,0,5502,7844.5,5003.3,-14.6,-1489.3,-831.8,6540.9,7845
616,Ares Management,ARES,Financials,Securities,1,1,0,1,139,1,0,0,0,0,2850,41170.7,4991.8,33.4,474.3,183.1,24730.5,41171
617,Len0x International,LII,Industrials,Industrial Machinery,1,0,0,0,25,1,0,0,0,0,12600,17393.3,4981.9,5.6,590.1,18.7,2798.3,17393
618,Peabody Energy,BTU,Energy,"Mining, Crude-Oil Production",1,0,0,0,4,1,0,0,0,0,5400,3088.1,4946.7,-0.7,759.6,-41.4,5962.1,3088
619,Kemper,KMPR,Financials,Insurance: Property and Casualty (Stock),0,0,0,0,-46,0,1,0,0,0,8100,3983.6,4944.2,-11.3,-272.1,,12742.7,3984
620,Nexstar Media Group,NXST,Media,Entertainment,1,1,0,1,-15,0,1,0,0,0,12586,5759.4,4933,-5.3,346,-64.4,12078,5759
621,Tempur Sealy International,TPX,Household Products,"Home Equipment, Furnishings",1,0,0,0,5,1,0,0,0,0,12000,9864.7,4925.4,0.1,368.1,-19.2,4553.9,9865
622,TriNet Group,TNET,Business Services,Diversified Outsourcing Services,1,0,0,0,7,1,0,0,0,0,3600,6699.7,4922,0.8,375,5.6,3693,6700
623,Worthington Enterprises,WOR,Materials,Metals,1,0,0,0,-23,0,1,0,0,0,8200,3111.2,4916.4,-6.2,256.5,-32.4,3650.9,3111
624,Maximus,MMS,Tech0logy,Information Tech0logy Services,1,0,0,1,26,1,0,0,0,0,39600,5120.5,4904.7,5.9,161.8,-20.6,3985.8,5121
625,Compass,COMP,Tech0logy,Internet Services and Retailing,0,1,0,0,-82,0,1,0,0,0,2549,1768.6,4885,-18.8,-321.3,,1160.3,1769
626,Brink's,BCO,Business Services,Diversified Outsourcing Services,1,0,0,0,38,1,0,0,0,0,67100,4131.7,4874.6,7.5,87.7,-48.6,6601.8,4132
627,Kelly Services,KELYA,Business Services,Temporary Help,1,0,0,0,-4,0,1,0,0,0,6200,883.5,4835.7,-2.6,36.4,,2581.6,884
628,Navient,NAVI,Financials,Diversified Financials,1,0,0,1,107,1,0,0,0,0,4500,1961.8,4828,25.8,228,-64.7,61375,1962
629,AMC Entertainment Holdings,AMC,Media,Entertainment,0,0,0,1,103,1,0,0,0,0,18347,979.4,4812.6,23,-396.6,,9009.2,979
630,Encompass Health,EHC,Health Care,Health Care: Medical Facilities,1,0,0,1,-3,0,1,0,1,0,30059,8269.6,4801.2,-1.8,352,29.9,6102.4,8270
631,Skyworks Solutions,SWKS,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,-56,0,1,0,0,0,9701,17379.4,4772.4,-13,982.8,-22.9,8426.7,17379
632,Timken,TKR,Industrials,Industrial Machinery,1,0,0,1,34,1,0,0,0,0,19602,6154.1,4769,6.1,394.1,-3.3,6541.7,6154
633,Liberty Energy,LBRT,Energy,"Oil and Gas Equipment, Services",1,1,0,1,62,1,0,0,0,0,5500,3441.3,4747.9,14.4,556.3,39.2,3033.6,3441
634,Marriott Vacations Worldwide,VAC,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,11,1,0,0,1,0,22000,3789.7,4727,1.5,254,-35,9680,3790
635,Leggett & Platt,LEG,Household Products,"Home Equipment, Furnishings",0,0,0,0,-27,0,1,0,1,0,19300,2562.4,4725.3,-8.2,-136.8,-144.2,4634.5,2562
636,Big Lots,BIG,Retailing,Specialty Retailers: Other,0,0,0,0,-57,0,1,0,0,0,21150,126.5,4722.1,-13.6,-481.9,,3325.3,127
637,Weis Markets,WMK,Food & Drug Stores,Food & Drug Stores,1,0,0,0,5,1,0,0,0,0,23000,1732.3,4697,,103.8,-17.1,2039.6,1732
638,Pinnacle West Capital,PNW,Energy,Utilities: Gas and Electric,1,0,0,1,47,1,0,0,0,0,6133,9215.1,4696,8.6,501.6,3.7,24661.2,9215
639,EPAM Systems,EPAM,Tech0logy,Information Tech0logy Services,1,1,0,0,-6,0,1,0,0,0,53150,15969.6,4690.5,-2.8,417.1,-0.6,4352.4,15970
640,Antero Resources,AR,Energy,"Mining, Crude-Oil Production",1,1,0,1,-166,0,1,0,0,0,604,8803.5,4682,-34.4,242.9,-87.2,13619.4,8804
641,Bloomin' Brands,BLMN,"Hotels, Restaurants & Leisure",Food Services,1,0,0,0,33,1,0,0,0,0,87000,2497.2,4671.5,5.8,247.4,142.8,3424.1,2497
642,MDU Resources Group,MDU,Energy,Energy,1,0,1,0,-157,0,1,0,0,0,9145,5138,4657.3,-33.2,414.7,12.8,7833.2,5138
643,MDC Holdings,,Engineering & Construction,Homebuilders,1,0,0,1,-78,0,1,0,0,0,1760,4721.3,4642.9,-18.8,401,-28.7,5631.1,4721
644,Texas Roadhouse,TXRH,"Hotels, Restaurants & Leisure",Food Services,1,0,0,1,66,1,0,0,0,0,91000,10322.9,4631.7,15.4,304.9,13,2793.4,10323
645,Mercury General,MCY,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,121,1,0,0,0,0,4100,2857.2,4629.6,27.1,96.3,,7103.4,2857
646,Fortune Brands In0vations,FBIN,Materials,"Building Materials, Glass",1,0,0,1,-207,0,1,0,0,0,11700,10643.1,4626.2,-41.6,404.5,-41.1,6565,10643
647,Zions Bancorp.,ZION,Financials,Commercial Banks,1,0,0,0,168,1,0,0,0,0,9679,6405.8,4624,38.6,680,-25,87203,6406
648,JELD-WEN Holding,JELD,Materials,"Building Materials, Glass",1,0,0,0,-39,0,1,0,0,0,17700,1825.2,4606.2,-10.2,62.4,36.6,2980.1,1825
649,Snap,SNAP,Tech0logy,Internet Services and Retailing,0,1,0,1,5,1,0,0,0,0,5289,18949.2,4606.1,0.1,-1322.5,,7967.8,18949
650,Zebra Tech0logies,ZBRA,Industrials,"Electronics, Electrical Equip.",1,0,0,0,-89,0,1,0,0,0,9750,15493.3,4584,-20.7,296,-36.1,7306,15493
651,Agilon Health,AGL,Health Care,Health Care: Pharmacy and Other Services,0,0,0,1,260,1,0,0,0,0,1117,2498.2,4583.1,69.2,-262.6,,1740.9,2498
652,Toro,TTC,Industrials,Construction and Farm Machinery,1,0,0,0,12,1,0,0,1,0,10706,9566.8,4553.2,0.9,329.7,-25.6,3644.3,9567
653,Zoom Video Communications,ZM,Tech0logy,Computer Software,1,1,0,0,24,1,0,0,1,0,7420,20105.2,4527.2,3.1,637.5,514.7,9929.8,20105
654,Tetra Tech,TTEK,Engineering & Construction,Engineering & Construction,1,0,0,1,135,1,0,0,0,0,27000,9875.8,4522.6,29.1,273.4,3.9,3820.5,9876
655,Public Storage,PSA,Financials,Real estate,1,0,0,1,39,1,0,0,0,0,6200,50964.6,4517.7,8,2148.3,-50.6,19809.2,50965
656,Illumina,ILMN,Tech0logy,"Scientific,Photographic and  Control Equipment",0,0,0,0,1,1,0,0,0,0,11490,21820.1,4504,-1.7,-1161,,10111,21820
657,Ventas,VTR,Financials,Real estate,0,0,1,1,43,1,0,0,0,0,486,17523.2,4497.8,8.9,-41,,24725.4,17523
658,FMC,FMC,Chemicals,Chemicals,1,0,0,0,-99,0,1,0,0,0,6600,7950.8,4486.8,-22.7,1321.5,79.4,11926.2,7951
659,ArcBest,ARCB,Transportation,"Trucking, Truck Leasing",1,0,1,0,-68,0,1,0,0,0,15000,3349.3,4483.4,-15.8,195.4,-34.5,2485.1,3349
660,Domi0's Pizza,DPZ,"Hotels, Restaurants & Leisure",Food Services,1,0,0,1,2,1,0,0,0,0,8850,17305.7,4479.4,-1.3,519.1,14.8,1674.9,17306
661,ASGN,ASGN,Business Services,Diversified Outsourcing Services,1,0,0,0,-3,0,1,0,0,0,15450,4871.3,4450.6,-2.8,219.3,-18.2,3544.6,4871
662,Rivian Automotive,RIVN,Motor Vehicles & Parts,Motor Vehicles & Parts,0,1,0,1,0,0,0,0,0,0,16790,10703.1,4434,167.4,-5432,,16778,10703
